route_name,route_geom
M80 - Greensborough to Altona,"LINESTRING (145.0915 -37.69397, 145.0875 -37.69075, 145.0756 -37.68711, 145.0584 -37.68628, 145.0417 -37.68762, 145.0146 -37.68591, 144.9619 -37.69188, 144.9197 -37.69469, 144.9031 -37.69431, 144.8554 -37.73119, 144.8482 -37.74147, 144.8246 -37.75619, 144.8164 -37.76625, 144.8106 -37.76831, 144.8004 -37.76752, 144.7953 -37.77053, 144.7939 -37.77846, 144.7882 -37.78856, 144.7877 -37.79544, 144.7912 -37.79931, 144.8027 -37.80097, 144.8066 -37.80319, 144.8085 -37.81634, 144.8115 -37.82357)"
Princes Freeway - Geelong Ring Road to M80,"LINESTRING (144.3985 -38.05079, 144.4202 -38.03518, 144.5131 -37.99222, 144.6272 -37.9295, 144.6939 -37.90731, 144.7073 -37.89778, 144.7099 -37.8908, 144.7091 -37.8835, 144.7125 -37.87966, 144.7509 -37.8698, 144.7732 -37.867, 144.7764 -37.86378, 144.7816 -37.84655, 144.8112 -37.83218)"
Princes Freeway - M80 to Geelong Ring Road,"LINESTRING (144.8094 -37.83342, 144.7819 -37.84667, 144.7739 -37.86686, 144.7513 -37.86994, 144.7129 -37.87984, 144.7096 -37.88363, 144.7075 -37.89785, 144.6937 -37.90774, 144.6275 -37.93041, 144.5168 -37.99058, 144.4201 -38.03552, 144.3988 -38.05092)"
Western Freeway - Bacchus Marsh to Derrimut,"LINESTRING (144.4441 -37.664, 144.4629 -37.66837, 144.4662 -37.67192, 144.4687 -37.68075, 144.4776 -37.68486, 144.4983 -37.68574, 144.5128 -37.69016, 144.5211 -37.68925, 144.5289 -37.68693, 144.5353 -37.68681, 144.5756 -37.69116, 144.5887 -37.69468, 144.6074 -37.69547, 144.6127 -37.69676, 144.6465 -37.72027, 144.6706 -37.73448, 144.7051 -37.74689, 144.7238 -37.75059, 144.7331 -37.75435, 144.7456 -37.7698, 144.7491 -37.79027, 144.7508 -37.79345, 144.7569 -37.79703, 144.7717 -37.79837)"
Western Freeway - Derrimut to Bacchus Marsh,"LINESTRING (144.7714 -37.79854, 144.7567 -37.79719, 144.7507 -37.79364, 144.7489 -37.79049, 144.7454 -37.76998, 144.7325 -37.75422, 144.7233 -37.75082, 144.7051 -37.74731, 144.6708 -37.73495, 144.646 -37.72042, 144.6125 -37.69703, 144.6066 -37.69571, 144.5888 -37.69499, 144.5751 -37.69135, 144.534 -37.68697, 144.5125 -37.69033, 144.4983 -37.68592, 144.4776 -37.68512, 144.4723 -37.68345, 144.4682 -37.68071, 144.4659 -37.67213, 144.4628 -37.66878, 144.4443 -37.66434)"
Route 1 - Roe Highway to Tonkin Highway,"LINESTRING (116.0139 -31.86376, 116.0223 -31.77915, 116.0313 -31.76809, 116.0404 -31.75027, 116.0346 -31.73295, 116.035 -31.72667, 116.0386 -31.71741, 116.0318 -31.67212, 116.0146 -31.64056, 116.0141 -31.60739, 115.998 -31.5827, 115.994 -31.5677)"
Route 1 - Tonkin Highway to Roe Highway,"LINESTRING (115.994 -31.56773, 115.998 -31.5827, 116.0141 -31.60739, 116.0146 -31.64056, 116.0318 -31.67212, 116.0386 -31.71741, 116.035 -31.72667, 116.0346 -31.73295, 116.0404 -31.75027, 116.0314 -31.76807, 116.0224 -31.77926, 116.0141 -31.86379)"
Route 2 (Kwinana) - Forrest Highway to Mitchell Freeway,"LINESTRING (115.8142 -32.56092, 115.8149 -32.52425, 115.7852 -32.50075, 115.7837 -32.47511, 115.8033 -32.4488, 115.8108 -32.41974, 115.8257 -32.39852, 115.8343 -32.36241, 115.8341 -32.33947, 115.8266 -32.32245, 115.84 -32.27832, 115.8529 -32.26078, 115.8482 -32.21799, 115.8568 -32.19162, 115.8595 -32.1351, 115.849 -32.08191, 115.8607 -32.02782, 115.8471 -31.96162)"
Route 2 (Kwinana) - Mitchell Freeway to Forrest Highway,"LINESTRING (115.8474 -31.96182, 115.861 -32.02795, 115.8492 -32.08291, 115.8601 -32.1325, 115.8572 -32.19171, 115.8486 -32.2181, 115.8533 -32.26015, 115.8404 -32.27797, 115.8269 -32.32218, 115.8345 -32.33944, 115.8346 -32.36242, 115.8266 -32.39714, 115.811 -32.42021, 115.8035 -32.44899, 115.7841 -32.47532, 115.7855 -32.50063, 115.8153 -32.52418, 115.8146 -32.56161)"
Route 2 (Mitchell) - Hester Avenue to Swan River,"LINESTRING (115.7327 -31.67184, 115.7606 -31.7497, 115.7798 -31.77397, 115.7839 -31.8218, 115.7947 -31.83979, 115.8015 -31.85921, 115.8023 -31.89058, 115.8061 -31.89503, 115.8199 -31.90044, 115.8257 -31.92155, 115.8405 -31.93879, 115.8499 -31.94459, 115.8498 -31.95726, 115.8473 -31.96242)"
Route 2 (Mitchell) - Swan River to Hester Avenue,"LINESTRING (115.8471 -31.96163, 115.8494 -31.94512, 115.8402 -31.93933, 115.8254 -31.92174, 115.8195 -31.90061, 115.8059 -31.89532, 115.8022 -31.89131, 115.8008 -31.85817, 115.7941 -31.83946, 115.7833 -31.82153, 115.7796 -31.7749, 115.7604 -31.74994, 115.7305 -31.67075)"
Route 3 (Reid Highway) - Mitchell Freeway to Tonkin Freeway,"LINESTRING (115.8009 -31.85641, 115.8078 -31.85622, 115.8285 -31.85953, 115.8433 -31.86489, 115.8595 -31.86515, 115.8821 -31.86809, 115.8946 -31.86771, 115.9082 -31.86591)"
Route 3 (Reid Highway) - Tonkin Freeway to Mitchell Freeway,"LINESTRING (115.9088 -31.86611, 115.8947 -31.86791, 115.8825 -31.8683, 115.8593 -31.86535, 115.8432 -31.86512, 115.8287 -31.85981, 115.808 -31.85641, 115.7999 -31.85668)"
Route 4 - Great Northern Highway to Thomas Road,"LINESTRING (115.9928 -31.57494, 115.9948 -31.59811, 115.9787 -31.62767, 115.9818 -31.74313, 115.9752 -31.75822, 115.9519 -31.76877, 115.9144 -31.80842, 115.9181 -31.89174, 115.9251 -31.91834, 115.9543 -31.94855, 115.9562 -31.96827, 115.9788 -31.98062, 115.9963 -31.99875, 115.9969 -32.01226, 116.0155 -32.04953, 116.0169 -32.08669, 115.9636 -32.13078, 115.9567 -32.14158, 115.9626 -32.19752, 115.9696 -32.20691)"
Route 4 - Thomas Road to Great Northern Highway,"LINESTRING (115.9695 -32.20673, 115.9622 -32.19707, 115.9618 -32.16027, 115.9563 -32.14192, 115.9638 -32.13032, 116.0165 -32.08688, 116.0154 -32.05013, 115.9966 -32.01231, 115.9958 -31.99831, 115.9786 -31.98076, 115.956 -31.96849, 115.954 -31.94856, 115.925 -31.91837, 115.9179 -31.89197, 115.9136 -31.80888, 115.9518 -31.76867, 115.9755 -31.75765, 115.9818 -31.74248, 115.9785 -31.62766, 115.9946 -31.59808, 115.9926 -31.575)"
"Route 5 - Stirling Highway, High St to Great Eastern Highway","LINESTRING (115.7643 -32.05051, 115.7634 -32.043, 115.7536 -32.03432, 115.7522 -32.02916, 115.755 -32.0128, 115.7609 -32.00061, 115.7711 -31.98699, 115.7833 -31.98255, 115.8043 -31.97897, 115.8329 -31.97165, 115.8372 -31.969, 115.8423 -31.96319, 115.8483 -31.96197, 115.8511 -31.95888, 115.8548 -31.95838, 115.8559 -31.95606, 115.8592 -31.95699, 115.8585 -31.95861, 115.8745 -31.96397, 115.8791 -31.96213, 115.8871 -31.96722)"
Route 6 - Fremantle to Great Eastern Highway,"LINESTRING (115.7536 -32.04397, 115.7553 -32.04262, 115.7622 -32.04099, 115.7684 -32.04091, 115.7723 -32.03922, 115.8004 -32.03241, 115.8105 -32.03194, 115.824 -32.02889, 115.8333 -32.02054, 115.8561 -32.00957, 115.8595 -32.00577, 115.8631 -31.99806, 115.8864 -31.96977)"
Route 6 - Great Eastern Highway to Fremantle,"LINESTRING (115.8867 -31.96964, 115.8634 -31.99775, 115.8596 -32.00586, 115.8562 -32.00978, 115.8508 -32.0119, 115.8332 -32.02079, 115.8241 -32.02894, 115.8105 -32.03206, 115.7992 -32.03278, 115.7723 -32.03922, 115.7684 -32.04091, 115.7626 -32.04099, 115.7552 -32.04276)"
Route 7 - Stirling Highway to Tonkin Freeway,"LINESTRING (115.7652 -32.05066, 115.7888 -32.0502, 115.8165 -32.04608, 115.8658 -32.04679, 115.8975 -32.02495, 115.9084 -32.02215, 115.9176 -32.01459, 115.9264 -32.00483, 115.9299 -31.98965, 115.9448 -31.97786, 115.9522 -31.9694)"
Route 7 - Tonkin Freeway to Stirling Highway,"LINESTRING (115.9532 -31.96887, 115.9491 -31.97432, 115.9303 -31.98959, 115.9266 -32.00482, 115.9182 -32.01435, 115.9086 -32.02226, 115.8978 -32.02496, 115.8658 -32.04696, 115.8165 -32.04624, 115.7883 -32.05042, 115.7577 -32.05098, 115.7644 -32.05071)"
Route 8 - Canning Road to Mitchell Freeway,"LINESTRING (116.0739 -32.01909, 116.0614 -32.01564, 116.043 -32.01541, 116.0289 -32.0098, 116.0222 -32.00459, 116.0092 -32.00413, 116.001 -32.00905, 115.9712 -32.00279, 115.9582 -31.99623, 115.9464 -31.9948, 115.8914 -31.94834, 115.8878 -31.94741, 115.8761 -31.94773, 115.8695 -31.94965, 115.854 -31.94378)"
Route 8 - Mitchell Freeway to Canning Road,"LINESTRING (115.8541 -31.94362, 115.8696 -31.94953, 115.8764 -31.94761, 115.8876 -31.94723, 115.8924 -31.94868, 115.9465 -31.99466, 115.9595 -31.9964, 115.9702 -32.00218, 115.9776 -32.00449, 116.0009 -32.00889, 116.009 -32.00406, 116.0223 -32.00435, 116.0289 -32.00974, 116.0435 -32.01547, 116.0614 -32.01564, 116.0739 -32.01909)"
12 - A9 to M7,"LINESTRING (150.7407 -34.039, 150.7448 -34.03735, 150.7466 -34.03591, 150.759 -34.02326, 150.7645 -34.01495, 150.7853 -33.99634, 150.7923 -33.98801, 150.7992 -33.98196, 150.8091 -33.97631, 150.8184 -33.9629, 150.8375 -33.95102, 150.8386 -33.94982, 150.8422 -33.95, 150.8667 -33.95543, 150.8755 -33.95666)"
12 - M7 to A9,"LINESTRING (150.8762 -33.95688, 150.8664 -33.95553, 150.8418 -33.95011, 150.8393 -33.95037, 150.837 -33.95162, 150.8187 -33.96296, 150.8096 -33.97617, 150.7994 -33.9821, 150.7924 -33.98815, 150.7857 -33.99625, 150.7645 -34.01521, 150.7594 -34.02305, 150.7536 -34.02925, 150.75 -34.03202, 150.7458 -34.03678, 150.7411 -34.03901)"
A22 - Glebe to Liverpool,"LINESTRING (151.1939 -33.88456, 151.1852 -33.88503, 151.1721 -33.88762, 151.1597 -33.88787, 151.1482 -33.89012, 151.1446 -33.88967, 151.139 -33.88623, 151.1291 -33.89034, 151.122 -33.88754, 151.1166 -33.88849, 151.1103 -33.88648, 151.1033 -33.88839, 151.094 -33.88562, 151.0873 -33.89285, 151.0808 -33.89113, 151.0746 -33.88794, 151.0691 -33.88602, 151.0638 -33.88696, 151.0499 -33.89696, 151.0407 -33.90577, 151.0293 -33.90875, 151.0127 -33.90534, 151.0028 -33.90465, 150.9962 -33.8989, 150.987 -33.8936, 150.9697 -33.88911, 150.9515 -33.89822, 150.9466 -33.89962, 150.9435 -33.90326, 150.9419 -33.90882, 150.9382 -33.91142, 150.9312 -33.91403, 150.9213 -33.91494)"
A22 - Liverpool to Glebe,"LINESTRING (150.9211 -33.91493, 150.9312 -33.91391, 150.9385 -33.91109, 150.942 -33.90851, 150.9433 -33.90343, 150.9462 -33.89969, 150.9515 -33.89809, 150.9689 -33.88874, 150.987 -33.89352, 150.9964 -33.89888, 151.003 -33.90457, 151.0126 -33.90521, 151.0294 -33.90863, 151.0406 -33.90572, 151.0504 -33.89633, 151.0618 -33.88796, 151.0662 -33.88614, 151.0702 -33.8861, 151.081 -33.89109, 151.0874 -33.89275, 151.0942 -33.88551, 151.1031 -33.88831, 151.1103 -33.88648, 151.1166 -33.88844, 151.122 -33.88754, 151.1291 -33.89034, 151.139 -33.88605, 151.1445 -33.88952, 151.148 -33.89004, 151.1596 -33.88779, 151.1716 -33.88757, 151.1853 -33.88492, 151.1935 -33.8845)"
A28 - Casula to M2 Motorway,"LINESTRING (150.8782 -33.957, 150.8867 -33.9577, 150.895 -33.95544, 150.9106 -33.94441, 150.9178 -33.92931, 150.9205 -33.91509, 150.9178 -33.90371, 150.9222 -33.89374, 150.9268 -33.86136, 150.9557 -33.84393, 150.9623 -33.82708, 150.9626 -33.81732, 150.9735 -33.79882, 150.9833 -33.79422, 150.9873 -33.79647, 150.9994 -33.79115, 151.0147 -33.79547, 151.0323 -33.78603, 151.0432 -33.78485, 151.052 -33.77994, 151.051 -33.77045, 151.0473 -33.76605, 151.0489 -33.75991)"
A28 - M2 Motorway to Casula,"LINESTRING (151.0491 -33.75917, 151.0474 -33.76589, 151.051 -33.77045, 151.0523 -33.77981, 151.0432 -33.78485, 151.0328 -33.78592, 151.0147 -33.79557, 150.9995 -33.79123, 150.9874 -33.79658, 150.9827 -33.79458, 150.9738 -33.79879, 150.9627 -33.81734, 150.9625 -33.82695, 150.9558 -33.844, 150.9269 -33.86141, 150.9221 -33.89552, 150.918 -33.90376, 150.9208 -33.91526, 150.9177 -33.9307, 150.9108 -33.94449, 150.8948 -33.95569, 150.8871 -33.95784, 150.8777 -33.95706)"
A3 - Blakehurst to Pymble,"LINESTRING (151.1112 -33.98738, 151.079 -33.94764, 151.0722 -33.92942, 151.0629 -33.91562, 151.0696 -33.88442, 151.0639 -33.86861, 151.0701 -33.85727, 151.0811 -33.85041, 151.0833 -33.83813, 151.0887 -33.8345, 151.0893 -33.82805, 151.102 -33.81728, 151.1133 -33.80384, 151.1152 -33.79737, 151.1347 -33.77891, 151.1376 -33.75668, 151.1439 -33.75219)"
A3 - Pymble to Blakehurst,"LINESTRING (151.1469 -33.75125, 151.1378 -33.75657, 151.1352 -33.77866, 151.1154 -33.7974, 151.1135 -33.80383, 151.1024 -33.817, 151.0897 -33.8278, 151.0888 -33.83476, 151.0834 -33.83852, 151.0812 -33.85048, 151.0703 -33.85731, 151.064 -33.86879, 151.0697 -33.88455, 151.063 -33.91556, 151.0724 -33.92948, 151.0791 -33.94752, 151.1113 -33.98737)"
A34 - Liverpool to Newtown,"LINESTRING (150.9186 -33.92816, 150.9248 -33.92558, 150.9375 -33.93021, 150.9733 -33.92773, 150.9791 -33.92919, 150.9867 -33.92924, 150.9977 -33.93121, 151.0183 -33.93833, 151.0269 -33.93375, 151.0316 -33.93419, 151.0364 -33.93457, 151.0422 -33.9325, 151.0678 -33.93041, 151.0907 -33.92429, 151.1175 -33.91322, 151.1286 -33.90472, 151.1359 -33.90575, 151.1422 -33.90341, 151.1445 -33.90234, 151.1452 -33.89919, 151.1483 -33.89687, 151.1568 -33.89568, 151.1623 -33.8962, 151.1709 -33.89949, 151.1777 -33.89807)"
A34 - Newtown to Liverpool,"LINESTRING (151.1777 -33.89807, 151.1804 -33.89681, 151.1709 -33.89949, 151.1623 -33.8962, 151.1568 -33.89568, 151.1483 -33.89687, 151.1452 -33.89919, 151.1445 -33.90234, 151.1423 -33.90336, 151.136 -33.90581, 151.1286 -33.90472, 151.1175 -33.91322, 151.0909 -33.92422, 151.0816 -33.92697, 151.0624 -33.93153, 151.0414 -33.93262, 151.0364 -33.93467, 151.027 -33.93383, 151.0185 -33.93848, 150.9979 -33.93138, 150.987 -33.92937, 150.9805 -33.92969, 150.9738 -33.92784, 150.9374 -33.93028, 150.9248 -33.92558, 150.9184 -33.9284)"
A36 - Broadway to Georges River,"LINESTRING (151.1948 -33.88471, 151.1932 -33.88769, 151.1873 -33.89231, 151.1836 -33.89341, 151.1778 -33.89886, 151.1816 -33.90707, 151.1792 -33.91278, 151.1646 -33.92159, 151.1424 -33.94396, 151.1376 -33.95299, 151.1381 -33.9603, 151.1361 -33.96907, 151.1184 -33.98141, 151.1154 -33.98232, 151.1136 -33.98464, 151.1119 -33.988, 151.1169 -33.99563, 151.1151 -34.00024)"
A36 - Georges River to Broadway,"LINESTRING (151.1149 -34.00036, 151.1168 -33.99553, 151.1118 -33.98803, 151.1132 -33.98513, 151.1152 -33.98229, 151.1183 -33.9814, 151.136 -33.96903, 151.138 -33.96017, 151.1375 -33.95298, 151.1422 -33.94413, 151.1613 -33.92425, 151.1792 -33.91252, 151.1815 -33.90693, 151.1778 -33.89886, 151.1836 -33.89341, 151.187 -33.8924, 151.1931 -33.88761, 151.1947 -33.88457)"
A38 - Dee Why to Roseville,"LINESTRING (151.2798 -33.75855, 151.2785 -33.75824, 151.2746 -33.75529, 151.2665 -33.75432, 151.2625 -33.75516, 151.2586 -33.75341, 151.2471 -33.7518, 151.2407 -33.75325, 151.227 -33.75165, 151.2212 -33.75573, 151.2177 -33.76064, 151.2161 -33.76092, 151.2109 -33.76002, 151.2082 -33.76096, 151.2045 -33.76592, 151.2058 -33.76963, 151.2049 -33.77193, 151.2025 -33.77387, 151.1957 -33.77648, 151.195 -33.7781, 151.1959 -33.78099, 151.1952 -33.78236, 151.1793 -33.7874)"
A38 - Roseville to Dee Why,"LINESTRING (151.1793 -33.78729, 151.195 -33.78229, 151.1958 -33.7809, 151.1949 -33.77801, 151.1955 -33.77655, 151.1971 -33.77546, 151.2027 -33.77365, 151.2051 -33.77153, 151.2057 -33.76942, 151.2044 -33.76598, 151.2079 -33.76108, 151.2102 -33.75995, 151.2131 -33.75997, 151.2162 -33.76081, 151.2178 -33.76045, 151.2211 -33.75566, 151.227 -33.75156, 151.2406 -33.75311, 151.2471 -33.75167, 151.2586 -33.75331, 151.2624 -33.75503, 151.2664 -33.75422, 151.2736 -33.75508, 151.2754 -33.75547, 151.2785 -33.75806, 151.2801 -33.75847)"
A40 - Baulkham Hills to Rozelle,"LINESTRING (150.9569 -33.76075, 150.9613 -33.77394, 150.968 -33.78237, 150.9749 -33.78773, 150.9861 -33.79654, 150.9992 -33.79117, 151.0117 -33.79313, 151.0151 -33.79807, 151.0239 -33.80189, 151.0239 -33.80902, 151.0288 -33.80906, 151.0364 -33.81153, 151.0566 -33.81426, 151.0703 -33.80715, 151.0783 -33.80588, 151.0913 -33.80842, 151.0991 -33.81508, 151.1052 -33.81681, 151.1119 -33.81669, 151.1234 -33.82355, 151.126 -33.82542, 151.1285 -33.83607, 151.1364 -33.84006, 151.1452 -33.83865, 151.1552 -33.85168, 151.1642 -33.8607, 151.176 -33.86779)"
A40 - Rozelle to Baulkham Hills,"LINESTRING (151.1758 -33.86775, 151.1632 -33.86026, 151.1584 -33.85519, 151.1449 -33.83937, 151.1425 -33.83881, 151.1367 -33.84018, 151.1343 -33.83893, 151.1282 -33.83596, 151.1258 -33.82514, 151.1118 -33.81676, 151.1053 -33.81692, 151.0992 -33.81521, 151.0911 -33.80837, 151.0784 -33.80596, 151.0694 -33.80763, 151.0564 -33.81438, 151.033 -33.81072, 151.0285 -33.8091, 151.0226 -33.80993, 151.0244 -33.80445, 151.024 -33.80218, 151.0151 -33.79818, 151.0114 -33.79313, 150.9993 -33.79125, 150.9876 -33.79651, 150.9851 -33.79633, 150.9642 -33.7783, 150.9596 -33.77149, 150.9566 -33.7606)"
A44 - Camperdown to Strathfield,"LINESTRING (151.1941 -33.88455, 151.1852 -33.88503, 151.1722 -33.88761, 151.1633 -33.88833, 151.1597 -33.88787, 151.1546 -33.88886, 151.1482 -33.89012, 151.1445 -33.8896, 151.1409 -33.88699, 151.1336 -33.88359, 151.1296 -33.87691, 151.1261 -33.87308, 151.1236 -33.87161, 151.1171 -33.87079, 151.1002 -33.86841, 151.0953 -33.86703)"
A6 - Carlingford to Padstow,"LINESTRING (151.0527 -33.77992, 151.0579 -33.78323, 151.0637 -33.79065, 151.0658 -33.79086, 151.0664 -33.79299, 151.0652 -33.7966, 151.0584 -33.79822, 151.0543 -33.80155, 151.051 -33.8267, 151.0462 -33.8399, 151.0375 -33.85106, 151.0405 -33.85329, 151.0431 -33.85835, 151.0414 -33.86722, 151.0426 -33.87017, 151.0368 -33.90203, 151.0401 -33.90541, 151.0423 -33.9135, 151.0381 -33.92489, 151.0388 -33.92851, 151.0358 -33.93956)"
A6 - Padstow to Carlingford,"LINESTRING (151.0356 -33.93962, 151.0386 -33.9285, 151.0379 -33.92484, 151.0422 -33.91333, 151.04 -33.90542, 151.0367 -33.90199, 151.0425 -33.87025, 151.0412 -33.86717, 151.043 -33.85835, 151.0403 -33.85334, 151.0371 -33.85129, 151.0461 -33.83987, 151.0508 -33.82669, 151.055 -33.79947, 151.0652 -33.79652, 151.0664 -33.79299, 151.0658 -33.79086, 151.0637 -33.79065, 151.0579 -33.78323, 151.0528 -33.77999)"
A8 - Dee Why to M1,"LINESTRING (151.2802 -33.75896, 151.2771 -33.76112, 151.2723 -33.76142, 151.2713 -33.76428, 151.2662 -33.77006, 151.266 -33.77337, 151.2679 -33.78155, 151.2661 -33.78808, 151.2644 -33.78888, 151.2592 -33.78869, 151.2567 -33.78964, 151.2539 -33.79279, 151.2521 -33.79844, 151.2465 -33.80098, 151.2461 -33.80424, 151.2469 -33.80748, 151.2441 -33.81128, 151.2448 -33.81247, 151.2431 -33.8159, 151.244 -33.81869, 151.2436 -33.82276, 151.2409 -33.82459, 151.2349 -33.82467, 151.2309 -33.82786, 151.2233 -33.83156, 151.2185 -33.83014, 151.215 -33.82984)"
A8 - M1 to Dee Why,"LINESTRING (151.2152 -33.82961, 151.2153 -33.82914, 151.2171 -33.82945, 151.2231 -33.8315, 151.2309 -33.82773, 151.2348 -33.82461, 151.2408 -33.82447, 151.2435 -33.82267, 151.2439 -33.81872, 151.2431 -33.81576, 151.2447 -33.81248, 151.244 -33.8113, 151.2466 -33.80792, 151.246 -33.80425, 151.2465 -33.80092, 151.2519 -33.79846, 151.2537 -33.79281, 151.2566 -33.78958, 151.2594 -33.78856, 151.2645 -33.78877, 151.266 -33.78806, 151.2678 -33.7817, 151.266 -33.77354, 151.266 -33.7702, 151.2712 -33.76427, 151.2721 -33.76145, 151.2768 -33.7611, 151.2799 -33.75895)"
A9 - Hume Freeway to M4,"LINESTRING (150.7034 -33.78659, 150.6957 -33.80737, 150.6836 -33.82752, 150.6837 -33.83892, 150.6979 -33.86034, 150.7006 -33.87579, 150.6982 -33.88267, 150.6925 -33.88957, 150.6857 -33.89321, 150.6845 -33.89799, 150.7256 -33.92777, 150.7296 -33.93521, 150.7345 -33.93849, 150.739 -33.94967, 150.7387 -33.96366, 150.7333 -33.98727, 150.7229 -34.00182, 150.7278 -34.0296, 150.7357 -34.03783, 150.7552 -34.0434, 150.7819 -34.06011)"
A9 - M4 to Hume Freeway,"LINESTRING (150.7831 -34.06082, 150.7552 -34.04354, 150.7356 -34.03795, 150.7279 -34.03018, 150.7226 -34.00205, 150.733 -33.98714, 150.7384 -33.96353, 150.7388 -33.95001, 150.7345 -33.93872, 150.7293 -33.93521, 150.7254 -33.92794, 150.6843 -33.89811, 150.6853 -33.89336, 150.6928 -33.88899, 150.7001 -33.87787, 150.6977 -33.86047, 150.6882 -33.84785, 150.683 -33.83392, 150.6852 -33.82153, 150.6952 -33.80788, 150.7023 -33.78722)"
M1 (North) - Cahill Expressway to M2,"LINESTRING (151.214 -33.86609, 151.2129 -33.86461, 151.2137 -33.86199, 151.2132 -33.84914, 151.2101 -33.84033, 151.2111 -33.83449, 151.2135 -33.82957, 151.2132 -33.82704, 151.2113 -33.82482, 151.2074 -33.8235, 151.2055 -33.82227, 151.1982 -33.81307, 151.1954 -33.81228, 151.1917 -33.81318)"
M1 (North) - M2 to Cahill Expressway,"LINESTRING (151.192 -33.81297, 151.1955 -33.81217, 151.1987 -33.81326, 151.2056 -33.8221, 151.2077 -33.82342, 151.2116 -33.82471, 151.2138 -33.82737, 151.214 -33.82955, 151.2111 -33.83557, 151.2106 -33.84052, 151.2133 -33.84911, 151.2139 -33.85966, 151.2131 -33.86462, 151.2142 -33.86603)"
M1 (South) - Cahill Expressway to M5,"LINESTRING (151.2142 -33.86603, 151.2176 -33.86753, 151.2186 -33.86936, 151.217 -33.88032, 151.2182 -33.88519, 151.2179 -33.88727, 151.2112 -33.92045, 151.2119 -33.92237, 151.2149 -33.92527, 151.2149 -33.92799, 151.2098 -33.93497, 151.2069 -33.93598, 151.2002 -33.9362, 151.1943 -33.93842, 151.1931 -33.93955, 151.1925 -33.94225, 151.1911 -33.9438, 151.1824 -33.94595, 151.1735 -33.94609)"
M1 (South) - M5 to Cahill Expressway,"LINESTRING (151.1743 -33.94595, 151.1823 -33.94582, 151.1907 -33.94372, 151.1922 -33.94235, 151.193 -33.93932, 151.1947 -33.93799, 151.2001 -33.93612, 151.2065 -33.93594, 151.2098 -33.93485, 151.2148 -33.92801, 151.2148 -33.92531, 151.2118 -33.92249, 151.2111 -33.92043, 151.2179 -33.8869, 151.2181 -33.88522, 151.2169 -33.88036, 151.2184 -33.86941, 151.2173 -33.86751, 151.214 -33.86609)"
M2 - M1 to M7,"LINESTRING (151.1917 -33.81318, 151.1864 -33.81381, 151.1787 -33.81233, 151.1708 -33.81237, 151.1584 -33.80942, 151.1483 -33.80416, 151.1371 -33.79635, 151.1328 -33.78151, 151.1182 -33.77209, 151.1127 -33.76654, 151.1081 -33.76474, 151.0982 -33.76546, 151.0834 -33.76419, 151.0705 -33.76173, 151.0644 -33.75802, 151.0601 -33.75704, 151.0391 -33.7604, 151.0302 -33.7646, 151.019 -33.76291, 151.0099 -33.76623, 150.9779 -33.77247, 150.9695 -33.77182, 150.9646 -33.76714)"
M2 - M7 to M1,"LINESTRING (150.9659 -33.76863, 150.9714 -33.77227, 150.9791 -33.77222, 151.0105 -33.76593, 151.0182 -33.76286, 151.0299 -33.76445, 151.0382 -33.76041, 151.0598 -33.75688, 151.0643 -33.75779, 151.0706 -33.76164, 151.0835 -33.76406, 151.0982 -33.76533, 151.1082 -33.76462, 151.1128 -33.76645, 151.1182 -33.77184, 151.1329 -33.78142, 151.1372 -33.79638, 151.1481 -33.8038, 151.1586 -33.80931, 151.171 -33.81224, 151.1785 -33.81214, 151.1864 -33.81373, 151.192 -33.81298)"
M4 - Glenbrook to Strathfield,"LINESTRING (150.6401 -33.76337, 150.6425 -33.75831, 150.6489 -33.75698, 150.6792 -33.77827, 150.7029 -33.78529, 150.749 -33.7828, 150.7688 -33.78378, 150.8043 -33.79063, 150.8313 -33.79166, 150.8676 -33.80058, 150.9286 -33.80647, 150.9666 -33.81682, 150.9782 -33.81735, 150.9962 -33.82774, 151.0151 -33.8275, 151.0615 -33.85424, 151.0951 -33.86675)"
NorthConnex-M1 - M2 to Brooklyn,"LINESTRING (151.1982 -33.54131, 151.1927 -33.55295, 151.1918 -33.57921, 151.1872 -33.58354, 151.1744 -33.58913, 151.1721 -33.59766, 151.1626 -33.60827, 151.1595 -33.61878, 151.1512 -33.62652, 151.1478 -33.63594, 151.1389 -33.64573, 151.1369 -33.6553, 151.1217 -33.66842, 151.1216 -33.69364, 151.1153 -33.7126, 151.1056 -33.72394, 151.083 -33.72805, 151.0556 -33.74359, 151.0519 -33.74811, 151.0503 -33.75749, 151.0372 -33.76093)"
M8 - Mascot to M5,"LINESTRING (151.1827 -33.91955, 151.1816 -33.91905, 151.1803 -33.91721, 151.1777 -33.91618, 151.1753 -33.9161, 151.1726 -33.91696, 151.1641 -33.92286, 151.1622 -33.926, 151.1605 -33.93136, 151.1578 -33.93507, 151.1551 -33.93718, 151.15 -33.93894, 151.1451 -33.93927, 151.1324 -33.93766, 151.1244 -33.93737, 151.1051 -33.93873, 151.0941 -33.94053, 151.0861 -33.94021, 151.0816 -33.94163)"
